date,asset,open,high,low,close,volume,turnover,trailing-high,trailing-ago,prct-decline,trailing-max-decline,idx,trailing-high-idx,date-instant,trailing-high-date,setup,signal,initial,px0,px5,px10,px20,px40,category,pl
2019-08-30 00:00:00+00:00,NHI,83.14,83.43,82.84,82.96,57809,4795834.64,84.57,136,-0.020456426628828073,-0.12947853848882573,336,200,2019-08-30T00:00Z,2019-02-15T00:00Z,true,true,true,84.4,83.32,82.34,82.39,84.19,Stock,-0.002488151658767812
2019-03-12 00:00:00+00:00,NI,27.81,28.06,27.76,28.0,641058,1.7949624E7,28.105,122,-0.012275395837039627,-0.14001067425724956,216,94,2019-03-12T00:00Z,2018-09-13T00:00Z,true,true,true,27.98,27.8,28.82,27.96,27.47,Stock,0.0094210150107219
2019-01-30 00:00:00+00:00,NIQ,12.66,12.71,12.66,12.67,6438,81569.46,12.75,123,-0.007058823529411784,-0.07372549019607844,188,65,2019-01-30T00:00Z,2018-08-02T00:00Z,true,true,true,12.7,12.73,12.8,12.82,13.02,Stock,0.025196850393700787
2024-05-09 00:00:00+00:00,NNI,96.84,98.91,96.12,98.55,37409,3686656.9499999997,101.57,225,-0.05365757605592192,-0.1958255390371172,1516,1291,2024-05-09T00:00Z,2023-06-16T00:00Z,true,true,true,109.19,109.54,106.14,100.69,101.61,Stock,-0.016858686692920455
2024-12-04 00:00:00+00:00,NPK,83.35,85.96,83.35,85.39,16926,1445311.14,86.14,144,-0.03238913396795917,-0.19294172277687494,1660,1516,2024-12-04T00:00Z,2024-05-09T00:00Z,true,true,true,85.6,92.5,91.56,96.11,96.67,Stock,0.12932242990654208
2018-11-06 00:00:00+00:00,NRE,14.25,14.685,14.25,14.63,168175,2460400.25,14.8,126,-0.03716216216216217,-0.15405405405405415,132,6,2018-11-06T00:00Z,2018-05-09T00:00Z,true,true,true,16.3,16.48,15.72,16.1,15.66,,-0.009177914110429453
2019-03-26 00:00:00+00:00,NVG,15.0,15.07,14.98,15.07,95127,1433563.8900000001,15.11,204,-0.008603573792190566,-0.11978821972203835,226,22,2019-03-26T00:00Z,2018-06-01T00:00Z,true,true,true,15.12,15.15,15.39,15.38,15.63,Stock,0.03373015873015883
2019-03-12 00:00:00+00:00,NZF,14.83,14.91,14.82,14.91,45208,674051.28,14.93,124,-0.007367716008037428,-0.12793034159410588,216,92,2019-03-12T00:00Z,2018-09-11T00:00Z,true,true,true,14.93,14.81,15.0,15.26,15.54,Stock,0.04085733422638982
2019-08-22 00:00:00+00:00,OHI,39.48,40.21,39.4,40.18,468144,1.8810025919999998E7,40.265,141,-0.0214826772631318,-0.1394511362225258,330,189,2019-08-22T00:00Z,2019-01-31T00:00Z,true,true,true,40.39,40.65,41.5,40.95,44.96,Stock,0.11314681851943553
2019-02-04 00:00:00+00:00,OMC,77.24,78.12,76.73,77.84,433643,3.3754771120000005E7,78.38,141,-0.02105128859402894,-0.1592242919112017,191,50,2019-02-04T00:00Z,2018-07-12T00:00Z,true,true,true,78.36,73.88,74.97,76.41,73.54,Stock,-0.020000000000000018
2019-07-02 00:00:00+00:00,ORI,22.47,22.89,22.44,22.79,460631,1.049778049E7,23.04,194,-0.02604166666666663,-0.15147569444444442,294,100,2019-07-02T00:00Z,2018-09-21T00:00Z,true,true,true,23.15,22.88,22.93,22.81,22.97,Stock,-0.007775377969762354
2018-08-17 00:00:00+00:00,PAY,23.02,23.04,23.02,23.03,3981535,9.169475105000001E7,23.07,299,-0.0021673168617252214,-0.015171218032076328,76,0,2018-08-17T00:00Z,2018-05-01T00:00Z,true,true,true,28.61,33.5,28.25,34.93,29.91,Stock,0.1475008738203425
2021-09-10 00:00:00+00:00,PG,144.1,144.46,143.37,144.13,1996622,2.8777312886E8,146.0,210,-0.01801369863013691,-0.16753424657534244,847,637,2021-09-10T00:00Z,2020-11-09T00:00Z,true,true,true,145.68,144.34,143.55,141.73,146.04,Stock,0.0024711696869850197
2022-01-06 00:00:00+00:00,PGR,104.46,105.4,104.03,105.25,1160586,1.221516765E8,107.58,164,-0.03299869864287042,-0.16945528908719099,929,765,2022-01-06T00:00Z,2021-05-14T00:00Z,true,true,true,109.18,109.26,108.02,109.07,106.52,Stock,-0.020987360322403448
2021-11-03 00:00:00+00:00,PH,299.57,304.37,298.4,304.08,196796,5.984172768E7,324.67,124,-0.08091292697200247,-0.15712632725292675,885,761,2021-11-03T00:00Z,2021-05-10T00:00Z,true,true,true,325.64,326.79,329.32,304.93,318.12,Stock,-0.008925193465176284
2020-02-12 00:00:00+00:00,PNW,98.32,98.84,98.07,98.65,301098,2.9703317700000003E7,99.81,172,-0.017433122933573908,-0.15599639314697933,449,277,2020-02-12T00:00Z,2019-06-07T00:00Z,true,true,true,100.22,101.09,93.61,80.1,82.23,Warrant,-0.011492716024745553
2019-04-15 00:00:00+00:00,PPG,115.87,116.57,115.48,116.47,236778,2.757753366E7,116.67,140,-0.01019970857975483,-0.19079454872717927,240,100,2019-04-15T00:00Z,2018-09-21T00:00Z,true,true,true,118.4,117.62,117.5,111.56,116.99,Stock,-0.027449324324324453
2019-10-16 00:00:00+00:00,PPG,118.13,120.02,117.85,118.96,356003,4.2350116879999995E7,121.22,125,-0.027800692954958017,-0.19079454872717927,368,243,2019-10-16T00:00Z,2019-04-18T00:00Z,true,true,true,121.24,124.47,125.98,130.32,133.76,Stock,0.10326624876278445
2018-07-02 00:00:00+00:00,PPL,28.69,28.79,28.45,28.74,1279382,3.676943868E7,29.21,299,-0.02601848681958241,-0.1331735706949675,43,0,2018-07-02T00:00Z,2018-05-01T00:00Z,true,true,true,29.04,28.31,28.41,28.77,29.59,Stock,-0.020000000000000018
2019-10-21 00:00:00+00:00,PPL,32.08,32.655,32.08,32.65,2109865,6.888709225E7,32.885,152,-0.024479245856773635,-0.1586568083795441,371,219,2019-10-21T00:00Z,2019-03-15T00:00Z,true,true,true,32.74,32.94,33.47,33.65,35.97,Stock,0.09865607819181421
2022-08-15 00:00:00+00:00,PPL,30.45,30.62,30.115,30.6,2541678,7.77753468E7,30.71,235,-0.01937479648323026,-0.18658417453598175,1080,845,2022-08-15T00:00Z,2021-09-08T00:00Z,true,true,true,30.91,30.23,29.88,29.42,24.74,Stock,-0.020000000000000018
2018-06-18 00:00:00+00:00,PRTY,15.5,15.65,15.45,15.55,81736,1270994.8,16.0,299,-0.034375000000000044,-0.11250000000000004,33,0,2018-06-18T00:00Z,2018-05-01T00:00Z,true,true,true,16.05,15.85,14.95,16.65,15.25,,-0.03221183800623062
2018-10-05 00:00:00+00:00,PRU,105.0,105.85,104.19,104.46,764512,7.986092352E7,106.2,299,-0.018926553672316437,-0.1331450094161959,110,0,2018-10-05T00:00Z,2018-05-01T00:00Z,true,true,true,105.99,97.76,97.6,95.91,94.26,Stock,-0.020000000000000018
2019-05-22 00:00:00+00:00,PSA,231.38,232.79,230.72,231.76,167387,3.879361112E7,234.9,220,-0.017794806300553412,-0.17454235845040444,266,46,2019-05-22T00:00Z,2018-07-06T00:00Z,true,true,true,234.43,233.26,244.72,242.48,244.08,Stock,0.04116367359126394
2019-03-01 00:00:00+00:00,QGEN,38.71,39.37,38.7,39.25,305997,1.201038225E7,39.45,125,-0.019011406844106515,-0.1804816223067175,209,84,2019-03-01T00:00Z,2018-08-29T00:00Z,true,true,true,39.13,38.89,39.84,40.68,38.94,Stock,0.018819320214668922
2022-03-02 00:00:00+00:00,RCI,51.68,53.4,51.68,53.27,167059,8899232.93,53.9,167,-0.04118738404452693,-0.17977736549165113,897,730,2022-03-02T00:00Z,2021-07-02T00:00Z,true,true,true,53.37,53.39,53.43,56.19,56.24,Stock,0.0537755293235902
2018-06-22 00:00:00+00:00,RE,229.69,230.26,227.86,230.0,323363,7.437349E7,233.12,299,-0.022563486616334893,-0.04418325326012362,37,0,2018-06-22T00:00Z,2018-05-01T00:00Z,true,true,true,232.67,230.48,235.01,225.26,220.4,,-0.01014398074526146
2019-04-30 00:00:00+00:00,RE,231.52,235.68,230.46,235.5,121072,2.8512456E7,237.01,196,-0.027635964727226625,-0.15176574828066325,250,54,2019-04-30T00:00Z,2018-07-18T00:00Z,true,true,true,236.46,246.89,248.45,244.63,242.93,,0.027361921678085155
2019-02-20 00:00:00+00:00,RELX,22.01,22.17,21.96,22.08,64251,1418662.0799999998,23.11,174,-0.049762007788835994,-0.16789268714842054,202,28,2019-02-20T00:00Z,2018-06-11T00:00Z,true,true,true,23.07,22.93,21.87,21.56,22.1,Stock,-0.02594711746857392
2018-11-05 00:00:00+00:00,REXR,32.21,32.82,32.13,32.76,350851,1.149387876E7,32.91,127,-0.02370100273473086,-0.09693102400486164,131,4,2018-11-05T00:00Z,2018-05-07T00:00Z,true,true,true,33.11,32.74,33.19,32.45,28.94,Stock,-0.017632135306554053
2019-06-19 00:00:00+00:00,RGA,154.05,155.06,152.33,152.84,80619,1.232180796E7,155.21,280,-0.018555505444236786,-0.17640615939694615,285,5,2019-06-19T00:00Z,2018-05-08T00:00Z,true,true,true,155.28,149.68,157.94,158.21,145.55,Stock,-0.020000000000000018
2024-09-24 00:00:00+00:00,RL,188.63,191.0,187.45,190.61,228760,4.36039436E7,191.5,128,-0.021148825065274157,-0.1994843462246777,1610,1482,2024-09-24T00:00Z,2024-03-21T00:00Z,true,true,true,189.31,192.23,194.57,199.19,205.53,Stock,0.0856795731868365
2019-04-22 00:00:00+00:00,RLI,77.91,78.82,76.94,78.67,94716,7451307.72,79.99,149,-0.03812976622077757,-0.19327415926990865,244,95,2019-04-22T00:00Z,2018-09-14T00:00Z,true,true,true,78.93,79.56,83.63,84.54,88.53,Stock,0.12162675788673494
2022-04-20 00:00:00+00:00,RLI,111.98,114.19,111.98,113.68,76675,8716414.0,117.84,251,-0.049728445349626615,-0.18406313645621175,1000,749,2022-04-20T00:00Z,2021-04-22T00:00Z,true,true,true,118.98,114.52,117.35,118.45,109.21,Stock,-0.020000000000000018
2024-02-06 00:00:00+00:00,RS,288.52,291.69,287.45,291.39,77503,2.2583599169999998E7,295.96,130,-0.0287538856602243,-0.18752534126233267,1451,1321,2024-02-06T00:00Z,2023-08-01T00:00Z,true,true,true,298.26,289.07,316.27,322.27,336.28,Stock,-0.019999999999999907
2022-07-28 00:00:00+00:00,RSG,133.65,137.5,133.37,137.26,490606,6.734057956E7,140.09,143,-0.04796916268113349,-0.1864515668498823,1068,925,2022-07-28T00:00Z,2021-12-31T00:00Z,true,true,true,138.66,141.54,141.8,147.56,140.51,Stock,0.042902062599163404
2019-09-26 00:00:00+00:00,RY,81.06,81.26,80.9,80.9,348613,2.8202791700000003E7,81.56,248,-0.008092202059833187,-0.19347719470328595,354,106,2019-09-26T00:00Z,2018-10-01T00:00Z,true,true,true,81.08,78.82,79.56,80.96,82.19,Stock,-0.020000000000000018
2018-07-12 00:00:00+00:00,S,5.53,5.66,5.505,5.66,2676291,1.514780706E7,5.68,299,-0.03080985915492951,-0.11267605633802813,50,0,2018-07-12T00:00Z,2018-05-01T00:00Z,true,true,true,5.66,5.47,5.48,6.08,5.95,Stock,-0.020000000000000018
2019-05-17 00:00:00+00:00,S,6.06,6.24,6.01,6.18,12306029,7.605125922E7,6.61,157,-0.09077155824508332,-0.17624810892586984,263,106,2019-05-17T00:00Z,2018-10-01T00:00Z,true,true,true,7.34,7.16,6.78,7.1,7.22,Stock,-0.020000000000000018
2019-03-14 00:00:00+00:00,SAFE,19.44,19.98,19.44,19.86,6552,130122.72,20.15,173,-0.03523573200992547,-0.19950372208436729,218,45,2019-03-14T00:00Z,2018-07-05T00:00Z,true,true,true,20.64,20.9,21.28,22.82,27.38,Stock,0.32655038759689914
2023-07-20 00:00:00+00:00,SAIC,116.08,117.54,115.73,117.53,93375,1.097436375E7,117.72,155,-0.0169045191980971,-0.19917180082819919,1313,1158,2023-07-20T00:00Z,2022-12-05T00:00Z,true,true,true,117.73,117.88,122.66,116.23,109.75,Stock,0.02103796823239623
2025-02-04 00:00:00+00:00,SAN,5.06,5.145,5.06,5.13,235744,1209366.72,5.27,178,-0.03984819734345346,-0.18785578747628073,1700,1522,2025-02-04T00:00Z,2024-05-17T00:00Z,true,true,true,5.62,5.83,5.98,6.64,6.85,Stock,0.21886120996441272
2018-06-22 00:00:00+00:00,SCG,36.58,37.1,36.39,37.01,1549531,5.7348142309999995E7,37.64,299,-0.03320935175345374,-0.1065356004250797,37,0,2018-06-22T00:00Z,2018-05-01T00:00Z,true,true,true,38.4,38.52,39.49,40.26,38.9,,0.02746874999999993
2018-06-14 00:00:00+00:00,SEND,27.5,29.41,26.98,29.01,554529,1.6086886290000001E7,29.44,299,-0.08355978260869568,-0.1640625000000001,31,0,2018-06-14T00:00Z,2018-05-01T00:00Z,true,true,true,28.33,29.69,26.74,26.09,31.84,,0.027045534768796342
2018-07-18 00:00:00+00:00,SEP,34.5,34.79,34.1,34.63,601042,2.081408446E7,36.22,299,-0.05853119823302033,-0.17448923246824954,54,0,2018-07-18T00:00Z,2018-05-01T00:00Z,true,true,true,36.5,36.4,36.72,36.91,37.71,,0.03315068493150686
2022-01-04 00:00:00+00:00,SJM,136.8,139.67,136.8,138.57,359012,4.9748292839999996E7,140.62,148,-0.027165410325700412,-0.15687668894894047,927,779,2022-01-04T00:00Z,2021-06-04T00:00Z,true,true,true,141.01,142.11,143.4,139.58,133.42,Stock,-0.003389830508474412
2026-01-23 00:00:00+00:00,SKM,23.86,24.17,23.8,24.15,220399,5322635.85,24.34,286,-0.022185702547247277,-0.19731489015459713,1943,1657,2026-01-23T00:00Z,2024-11-29T00:00Z,true,true,true,24.8,24.15,24.15,24.15,24.15,Stock,-0.02000000000000013
2024-03-07 00:00:00+00:00,SNA,286.75,294.95,286.17,294.61,170569,5.025133309E7,297.48,161,-0.038019362646228294,-0.16004437273093997,1472,1311,2024-03-07T00:00Z,2023-07-18T00:00Z,true,true,true,295.24,290.85,293.18,292.76,271.03,Stock,-0.028231946890665327
2024-10-14 00:00:00+00:00,SNA,291.19,296.85,291.17,296.6,121864,3.6144862400000006E7,298.36,137,-0.024098404611878288,-0.16004437273093997,1624,1487,2024-10-14T00:00Z,2024-03-28T00:00Z,true,true,true,295.68,325.99,332.59,361.85,354.78,Stock,0.19987824675324672
2018-12-11 00:00:00+00:00,SNN,38.07,38.26,37.85,37.95,208688,7919709.600000001,39.06,299,-0.0309779825908858,-0.17511520737327202,155,0,2018-12-11T00:00Z,2018-05-01T00:00Z,true,true,true,38.6,36.4,36.72,37.43,40.19,Stock,-0.019999999999999907
2025-01-08 00:00:00+00:00,SNX,122.08,122.22,119.9,122.1,258411,3.1551983099999998E7,133.85,140,-0.10422114307060137,-0.1945461337317893,1683,1543,2025-01-08T00:00Z,2024-06-18T00:00Z,true,true,true,134.01,137.17,142.5,142.73,126.23,Stock,0.043768375494366074
2022-04-06 00:00:00+00:00,SNY,53.31,54.15,53.23,54.12,114216,6181369.92,54.25,206,-0.01880184331797241,-0.16487985212569323,840,634,2022-04-06T00:00Z,2021-06-14T00:00Z,true,true,true,55.55,56.7,55.24,51.49,53.52,Stock,2.8802880288036903E-4
2019-02-11 00:00:00+00:00,SO,49.02,49.38,49.02,49.24,2532981,1.2472398444E8,49.43,129,-0.008294557960752513,-0.1401982601658912,196,67,2019-02-11T00:00Z,2018-08-06T00:00Z,true,true,true,49.37,48.92,49.22,51.68,51.95,Stock,0.05225845655256234
2025-07-17 00:00:00+00:00,SO,93.0,93.8,92.79,93.33,1314183,1.2265269939E8,94.46,180,-0.017679441033241483,-0.14821088291340245,1812,1632,2025-07-17T00:00Z,2024-10-24T00:00Z,true,true,true,94.1,95.0,94.48,94.19,92.27,Stock,-0.019062699256110593
2023-10-27 00:00:00+00:00,SPH,17.0,17.0,16.79,17.0,62661,1065237.0,17.05,284,-0.015249266862170208,-0.18104426787741212,1383,1099,2023-10-27T00:00Z,2022-09-12T00:00Z,true,true,true,17.45,17.76,16.85,17.18,18.32,Stock,-0.002590257879656055
2018-12-12 00:00:00+00:00,SRC,7.71,7.79,7.65,7.65,1715981,1.312725465E7,8.84,136,-0.13461538461538458,-0.1826923076923077,156,20,2018-12-12T00:00Z,2018-05-30T00:00Z,true,true,true,39.72,36.3,35.62,36.99,40.12,,-0.02000000000000013
2019-03-20 00:00:00+00:00,SRE PRA,105.79,106.66,105.7,106.36,2486,264410.96,106.73,194,-0.009650520003747776,-0.10887285674130986,222,28,2019-03-20T00:00Z,2018-06-11T00:00Z,true,true,true,107.37,106.97,106.74,106.57,108.78,,0.013132159821179101
2021-11-04 00:00:00+00:00,SSD,115.0,118.78,115.0,116.55,84293,9824349.15,119.66,125,-0.0389436737422697,-0.17400479616306952,886,761,2021-11-04T00:00Z,2021-05-10T00:00Z,true,true,true,119.54,119.75,119.41,123.25,133.99,Stock,0.1208800401539234
2019-03-20 00:00:00+00:00,STAG,28.5,28.76,28.12,28.53,296021,8445479.13,29.06,145,-0.032346868547831975,-0.19993117687543016,222,77,2019-03-20T00:00Z,2018-08-20T00:00Z,true,true,true,28.93,29.36,29.64,28.35,29.59,Stock,0.004051157967507768
2019-12-31 00:00:00+00:00,STAG,31.28,31.58,31.28,31.57,506674,1.599569818E7,31.66,134,-0.012002526847757378,-0.19993117687543016,420,286,2019-12-31T00:00Z,2019-06-20T00:00Z,true,true,true,31.22,31.49,32.02,32.6,27.98,Stock,0.02331838565022437
2025-05-14 00:00:00+00:00,STE,230.52,230.69,226.54,227.5,328763,7.47935825E7,248.0,166,-0.08653225806451614,-0.18959677419354848,1769,1603,2025-05-14T00:00Z,2024-09-13T00:00Z,true,true,true,246.88,246.33,245.0,242.41,225.79,Stock,-0.0377438431626701
2025-02-25 00:00:00+00:00,STN,78.63,83.91,78.5,83.74,61120,5118188.8,88.42,141,-0.11219181180728344,-0.17326396742818373,1714,1573,2025-02-25T00:00Z,2024-08-01T00:00Z,true,true,true,89.33,81.57,80.85,83.87,86.6,Stock,-0.02000000000000013
2019-04-25 00:00:00+00:00,STWD,22.9,22.95,22.785,22.9,389872,8928068.799999999,23.04,182,-0.01106770833333326,-0.1684027777777778,247,65,2019-04-25T00:00Z,2018-08-02T00:00Z,true,true,true,23.05,23.05,22.38,22.62,23.06,Stock,-0.02000000000000013
2018-06-14 00:00:00+00:00,STZ,230.46,232.24,230.27,232.18,315462,7.324396716E7,232.77,299,-0.010740215663530561,-0.07844653520642697,31,0,2018-06-14T00:00Z,2018-05-01T00:00Z,true,true,true,233.02,231.36,232.33,215.5,213.3,Stock,-0.0229018968328899
2024-04-10 00:00:00+00:00,STZ,259.01,265.27,258.09,264.92,662498,1.7550897016E8,273.64,169,-0.05682648735564977,-0.19641286473670128,1495,1326,2024-04-10T00:00Z,2023-08-08T00:00Z,true,true,true,268.34,257.31,261.55,258.36,250.11,Stock,-0.020000000000000018
2018-08-01 00:00:00+00:00,SUN,26.67,27.0,26.48,26.9,161146,4334827.399999999,28.03,299,-0.05529789511237959,-0.12772029967891552,64,0,2018-08-01T00:00Z,2018-05-01T00:00Z,true,true,true,27.48,25.95,26.55,27.47,29.25,Stock,-0.020000000000000018
2019-05-22 00:00:00+00:00,SWX,84.56,85.66,84.31,85.55,127466,1.0904716299999999E7,85.92,130,-0.018738361266294246,-0.1522346368715084,266,136,2019-05-22T00:00Z,2018-11-12T00:00Z,true,true,true,86.9,83.8,87.38,90.69,89.12,Stock,-0.020000000000000018
2025-08-12 00:00:00+00:00,SWX,79.03,79.84,77.95,79.72,147524,1.176061328E7,80.27,176,-0.028902454217017537,-0.19309829326024663,1830,1654,2025-08-12T00:00Z,2024-11-25T00:00Z,true,true,true,79.93,76.62,77.51,78.76,79.4,Stock,-0.020000000000000018
2019-01-29 00:00:00+00:00,SYK,162.13,163.38,160.8,161.07,413524,6.660631068E7,179.85,162,-0.10592160133444528,-0.195162635529608,187,25,2019-01-29T00:00Z,2018-06-06T00:00Z,true,true,true,179.39,179.35,185.66,186.77,196.2,Stock,0.09370644963487385
2025-08-12 00:00:00+00:00,SYY,80.04,80.9,79.89,80.75,741494,5.98756405E7,82.23,168,-0.028456767603064592,-0.18943050193050182,1830,1662,2025-08-12T00:00Z,2024-12-06T00:00Z,true,true,true,82.19,79.49,79.63,80.19,78.76,Stock,-0.020000000000000018
2019-01-28 00:00:00+00:00,TDG,347.47,351.44,344.46,350.77,71907,2.5222818389999997E7,377.56,123,-0.08766818518910913,-0.1858777412861532,186,63,2019-01-28T00:00Z,2018-07-31T00:00Z,true,true,true,375.72,402.63,428.73,431.85,445.58,Stock,0.18593633556904066
2025-05-01 00:00:00+00:00,TDG,1419.25,1442.91,1403.2,1434.19,64316,9.224136404E7,1450.93,144,-0.0328961424741373,-0.18328244643090985,1760,1616,2025-05-01T00:00Z,2024-10-02T00:00Z,true,true,true,1450.28,1384.99,1405.62,1468.43,1520.64,Stock,-0.020000000000000018
2022-03-23 00:00:00+00:00,TDY,449.21,455.9,447.37,454.64,126063,5.731328232E7,465.9,140,-0.03977248336552908,-0.16087143163769047,981,841,2022-03-23T00:00Z,2021-09-01T00:00Z,true,true,true,467.93,473.12,476.25,479.41,390.6,Stock,0.004042912401427623
2019-09-10 00:00:00+00:00,TM,133.58,133.85,133.31,133.62,46030,6150528.600000001,135.57,280,-0.01667035479825918,-0.1981533578590493,342,62,2019-09-10T00:00Z,2018-07-30T00:00Z,true,true,true,135.55,137.82,137.41,131.43,140.74,Stock,-0.00655256362965706
2021-07-22 00:00:00+00:00,TMO,519.71,525.87,518.73,524.5,271382,1.42339859E8,532.52,176,-0.025895741005032558,-0.18596484639074584,812,636,2021-07-22T00:00Z,2020-11-06T00:00Z,true,true,true,532.26,533.77,542.35,551.88,596.8,Stock,0.12125652876413784
2018-07-19 00:00:00+00:00,TPR,47.29,48.16,47.04,48.02,378792,1.818959184E7,48.57,299,-0.0315009264978382,-0.10356186946674906,55,0,2018-07-19T00:00Z,2018-05-01T00:00Z,true,true,true,48.32,47.99,46.53,51.38,49.94,Stock,-0.026692880794702
2025-02-05 00:00:00+00:00,TRI,168.96,170.51,167.78,169.23,135434,2.291949582E7,176.03,174,-0.04686701130489124,-0.1397489064364028,1701,1527,2025-02-05T00:00Z,2024-05-24T00:00Z,true,true,true,176.9,175.88,176.8,175.07,175.94,Stock,-0.0054267947993217325
2018-11-07 00:00:00+00:00,TRNO,38.66,39.17,38.65,39.15,161922,6339246.3,39.26,129,-0.015537442689760539,-0.12353540499235871,133,4,2018-11-07T00:00Z,2018-05-07T00:00Z,true,true,true,38.91,38.85,38.91,38.64,36.55,Stock,-0.026800308404009265
2019-12-13 00:00:00+00:00,TRTX,20.19,20.29,20.18,20.28,79751,1617350.28,20.54,193,-0.017526777020447915,-0.15271170313986682,409,216,2019-12-13T00:00Z,2019-03-12T00:00Z,true,true,true,20.42,20.61,20.35,20.5,20.68,Stock,0.01273261508325163
2025-05-06 00:00:00+00:00,TRV,266.59,268.72,265.35,268.05,529123,1.4183142015E8,269.64,135,-0.015910102358700384,-0.14574988874054284,1700,1565,2025-05-06T00:00Z,2024-10-18T00:00Z,true,true,true,268.86,264.92,273.71,271.86,264.13,Stock,-0.00906494086141496
2019-10-23 00:00:00+00:00,TSLX,20.9,21.2,20.85,21.18,71253,1509138.54,21.2,239,-0.01650943396226401,-0.16226415094339608,373,134,2019-10-23T00:00Z,2018-11-08T00:00Z,true,true,true,21.17,21.42,21.64,21.83,21.74,Stock,0.0269248937175246
2025-01-30 00:00:00+00:00,TSLX,22.07,22.29,22.04,22.28,65026,1448779.28,22.35,252,-0.013870246085011306,-0.12706935123042506,1697,1445,2025-01-30T00:00Z,2024-01-29T00:00Z,true,true,true,22.38,22.14,22.47,23.51,22.34,Stock,0.029481680071492322
2019-02-15 00:00:00+00:00,TTC,62.25,63.97,62.22,63.97,299424,1.915415328E7,64.23,171,-0.031293787949556395,-0.17530748871243973,200,29,2019-02-15T00:00Z,2018-06-12T00:00Z,true,true,true,63.52,68.6,68.72,68.34,72.68,Stock,0.14420654911838793
2019-04-12 00:00:00+00:00,TU,37.36,37.525,37.145,37.52,110306,4138681.1200000006,37.7,155,-0.0147214854111406,-0.13819628647214854,239,84,2019-04-12T00:00Z,2018-08-29T00:00Z,true,true,true,37.63,37.02,36.55,36.49,37.63,Stock,0.0
2019-12-04 00:00:00+00:00,TU,37.65,38.04,37.59,37.99,132292,5025773.08,38.28,126,-0.018025078369905856,-0.13819628647214854,402,276,2019-12-04T00:00Z,2019-06-06T00:00Z,true,true,true,38.58,38.07,38.16,38.71,39.97,Stock,0.03602903058579576
2024-10-11 00:00:00+00:00,UBS,31.61,32.12,31.61,32.02,596046,1.908539292E7,32.13,145,-0.016184251478369216,-0.19047619047619047,1623,1478,2024-10-11T00:00Z,2024-03-15T00:00Z,true,true,true,32.19,32.83,32.1,32.34,32.59,Stock,-5.156881018949511E-4
2019-03-25 00:00:00+00:00,UL,57.0,57.32,56.94,57.28,284193,1.6278575040000001E7,58.07,142,-0.01945927329085595,-0.12519373170311698,225,83,2019-03-25T00:00Z,2018-08-28T00:00Z,true,true,true,57.83,57.53,57.79,58.74,60.52,Stock,0.046515649316963614
2024-06-04 00:00:00+00:00,UL,55.88,55.92,55.58,55.78,611826,3.412765428E7,55.985,276,-0.007234080557292133,-0.18205173635719352,1533,1257,2024-06-04T00:00Z,2023-04-28T00:00Z,true,true,true,56.09,55.59,56.17,54.99,61.63,Stock,-0.018602246389730848
2025-12-16 00:00:00+00:00,UL,64.81,64.9,64.05,64.33,506672,3.2594209759999998E7,65.65,165,-0.02437166793602452,-0.17519356307879164,1918,1753,2025-12-16T00:00Z,2025-04-22T00:00Z,true,true,true,65.57,65.73,65.4,64.21,64.33,Stock,-0.018911087387524672
2019-04-17 00:00:00+00:00,UN,57.11,57.77,57.11,57.66,459171,2.647579986E7,58.72,159,-0.027418256130790186,-0.11307901907356954,242,83,2019-04-17T00:00Z,2018-08-28T00:00Z,true,true,true,58.86,58.63,59.48,60.18,61.28,,0.04111450900441738
2022-10-28 00:00:00+00:00,UNH,544.97,553.02,543.69,551.24,856182,4.7196176568E8,553.32,136,-0.01740403383214051,-0.18721535458685756,1133,997,2022-10-28T00:00Z,2022-04-14T00:00Z,true,true,true,555.15,538.17,522.08,532.27,531.99,Stock,-0.02000000000000013
2018-07-06 00:00:00+00:00,USM,38.11,39.13,38.11,39.11,30305,1185228.55,39.86,299,-0.04390366281986957,-0.15228299046663318,46,0,2018-07-06T00:00Z,2018-05-01T00:00Z,true,true,true,39.61,34.52,33.41,37.39,42.76,,-0.020000000000000018
2019-02-07 00:00:00+00:00,UTL,51.71,52.21,51.57,52.1,8835,460303.5,53.07,148,-0.028264556246466954,-0.12926323723384203,194,46,2019-02-07T00:00Z,2018-07-06T00:00Z,true,true,true,53.09,52.84,54.5,54.02,55.05,Stock,0.03691844038425307
2024-09-16 00:00:00+00:00,V,288.05,290.88,287.81,290.48,2394581,6.9557788888E8,290.96,122,-0.010826230409678228,-0.13135826230409664,1604,1482,2024-09-16T00:00Z,2024-03-21T00:00Z,true,true,true,291.56,288.63,274.95,280.68,310.92,Stock,-0.029848401701193628
2024-09-16 00:00:00+00:00,VOYA,76.0,76.63,75.47,76.48,297126,2.272419648E7,77.0,286,-0.019870129870129927,-0.1933418693982074,1604,1318,2024-09-16T00:00Z,2023-07-27T00:00Z,true,true,true,76.87,77.03,79.22,81.03,83.24,Stock,0.08286717835306345
2025-10-17 00:00:00+00:00,VTR,69.55,70.84,69.55,70.62,905423,6.3940972260000005E7,71.35,136,-0.02522775052557813,-0.16203429923122414,1877,1741,2025-10-17T00:00Z,2025-04-03T00:00Z,true,true,true,71.5,70.39,73.79,78.0,78.71,Stock,0.10083916083916078
